motor_x,motor_y,motor_z,time
0.039813,0.000998,0.015515,2023-12-15T15:59:08.187484Z
-0.031184,0.001630,0.006048,2023-12-15T15:59:08.187683Z
-0.005627,0.000683,0.011097,2023-12-15T15:59:08.187883Z
-0.105014,0.000998,-0.008152,2023-12-15T15:59:08.188083Z
0.088410,0.000998,-0.005312,2023-12-15T15:59:08.188283Z
0.086201,0.000998,0.012674,2023-12-15T15:59:08.188483Z
-0.030553,0.000683,0.021826,2023-12-15T15:59:08.188684Z
-0.033077,0.000052,0.018039,2023-12-15T15:59:08.188884Z
-0.075355,0.001314,-0.010045,2023-12-15T15:59:08.189083Z
0.054645,0.001314,-0.013831,2023-12-15T15:59:08.189283Z
0.090935,0.001314,0.004154,2023-12-15T15:59:08.189483Z
-0.044435,0.000683,0.028768,2023-12-15T15:59:08.189683Z
-0.053585,0.001314,0.019617,2023-12-15T15:59:08.189883Z
0.006048,0.000683,-0.010045,2023-12-15T15:59:08.190084Z
0.027506,0.001314,-0.014462,2023-12-15T15:59:08.190284Z
0.076103,0.000998,-0.003103,2023-12-15T15:59:08.190484Z
-0.007836,0.001314,0.023719,2023-12-15T15:59:08.190683Z
-0.073778,0.000367,0.021195,2023-12-15T15:59:08.190883Z
0.059378,0.000998,-0.002472,2023-12-15T15:59:08.191083Z
0.036026,0.001630,-0.011307,2023-12-15T15:59:08.191283Z
-0.016039,0.000998,-0.004681,2023-12-15T15:59:08.191483Z
0.010465,0.001630,0.017092,2023-12-15T15:59:08.191684Z
-0.044751,0.000998,0.016777,2023-12-15T15:59:08.191884Z
0.093459,0.001314,0.007625,2023-12-15T15:59:08.192083Z
0.039813,0.000683,-0.004996,2023-12-15T15:59:08.192283Z
-0.088607,0.001314,-0.003419,2023-12-15T15:59:08.192483Z
-0.004050,0.000998,0.007941,2023-12-15T15:59:08.192683Z
-0.017617,0.000998,0.012359,2023-12-15T15:59:08.192883Z
0.122807,0.000998,0.012359,2023-12-15T15:59:08.193084Z
0.031608,0.000998,-0.003103,2023-12-15T15:59:08.193284Z
-0.137511,0.001314,-0.000264,2023-12-15T15:59:08.193483Z
-0.032761,0.000998,0.001630,2023-12-15T15:59:08.193683Z
0.033502,0.000998,0.007625,2023-12-15T15:59:08.193883Z
0.101980,0.000998,0.012674,2023-12-15T15:59:08.194083Z
0.013306,0.001630,0.002892,2023-12-15T15:59:08.194283Z
-0.129623,0.000367,0.004154,2023-12-15T15:59:08.194484Z
-0.020456,0.001630,-0.005627,2023-12-15T15:59:08.194684Z
0.036973,0.000998,0.008256,2023-12-15T15:59:08.194883Z
0.055591,0.000998,0.009834,2023-12-15T15:59:08.195083Z
0.025297,0.001630,0.007310,2023-12-15T15:59:08.195283Z
-0.106276,0.000683,0.009519,2023-12-15T15:59:08.195483Z
-0.015408,0.001314,-0.004050,2023-12-15T15:59:08.195683Z
0.025613,0.000367,0.004785,2023-12-15T15:59:08.195884Z
0.023404,0.000998,0.005416,2023-12-15T15:59:08.196084Z
0.037289,0.001630,0.008888,2023-12-15T15:59:08.196283Z
-0.050746,0.000367,0.014252,2023-12-15T15:59:08.196483Z
-0.003419,0.000998,-0.001526,2023-12-15T15:59:08.196683Z
-0.038125,0.000683,0.002261,2023-12-15T15:59:08.196883Z
-0.030868,0.000683,0.002261,2023-12-15T15:59:08.197083Z
0.036026,0.001630,0.003523,2023-12-15T15:59:08.197284Z
0.019301,0.000998,0.013306,2023-12-15T15:59:08.197484Z
-0.014777,0.000998,0.007941,2023-12-15T15:59:08.197683Z
-0.061157,0.001630,0.007625,2023-12-15T15:59:08.197883Z
-0.036232,0.000367,-0.007836,2023-12-15T15:59:08.198083Z
0.027506,0.001314,-0.006574,2023-12-15T15:59:08.198283Z
0.074841,0.001630,0.010150,2023-12-15T15:59:08.198483Z
-0.032130,0.000367,0.017092,2023-12-15T15:59:08.198684Z
-0.057687,0.000998,0.014252,2023-12-15T15:59:08.198884Z
-0.034970,0.001630,-0.012884,2023-12-15T15:59:08.199084Z
0.036973,0.000683,-0.015093,2023-12-15T15:59:08.199283Z
0.081468,0.001630,0.003839,2023-12-15T15:59:08.199483Z
-0.055163,0.000367,0.026244,2023-12-15T15:59:08.199683Z
-0.062104,0.000683,0.016146,2023-12-15T15:59:08.199883Z
-0.024558,0.001314,-0.005627,2023-12-15T15:59:08.200083Z
0.056854,0.000998,-0.018248,2023-12-15T15:59:08.200284Z
0.053698,0.001630,-0.001210,2023-12-15T15:59:08.200484Z
-0.067468,0.000998,0.024666,2023-12-15T15:59:08.200683Z
-0.021719,0.000683,0.012674,2023-12-15T15:59:08.200883Z
-0.026451,0.001314,0.005416,2023-12-15T15:59:08.201083Z
0.038235,-0.000264,-0.015408,2023-12-15T15:59:08.201283Z
0.038866,0.000998,-0.007205,2023-12-15T15:59:08.201483Z
-0.114794,0.001630,0.020879,2023-12-15T15:59:08.201684Z
0.050227,0.000683,0.011728,2023-12-15T15:59:08.201884Z
-0.004365,0.001630,0.011728,2023-12-15T15:59:08.202083Z
-0.000895,0.000998,-0.007836,2023-12-15T15:59:08.202283Z
-0.021403,0.000367,-0.006258,2023-12-15T15:59:08.202483Z
-0.079142,0.001630,0.010465,2023-12-15T15:59:08.202683Z
0.084624,0.000683,0.007310,2023-12-15T15:59:08.202883Z
0.038866,0.000683,0.015830,2023-12-15T15:59:08.203084Z
0.018355,0.001630,-0.003103,2023-12-15T15:59:08.203284Z
-0.086714,0.000683,-0.003419,2023-12-15T15:59:08.203483Z
-0.046959,0.001314,0.004154,2023-12-15T15:59:08.203683Z
0.105135,0.001314,0.003207,2023-12-15T15:59:08.203883Z
0.054014,0.000683,0.012990,2023-12-15T15:59:08.204083Z
0.005101,0.001314,0.004154,2023-12-15T15:59:08.204283Z
-0.109746,0.000998,0.002576,2023-12-15T15:59:08.204484Z
-0.028660,0.000683,0.001314,2023-12-15T15:59:08.204684Z
0.085570,0.001945,0.003839,2023-12-15T15:59:08.204883Z
0.055907,0.000998,0.008572,2023-12-15T15:59:08.205083Z
0.020564,0.000683,0.007310,2023-12-15T15:59:08.205283Z
-0.063997,0.001945,0.010781,2023-12-15T15:59:08.205483Z
0.003207,0.000998,-0.003419,2023-12-15T15:59:08.205683Z
0.024666,-0.000264,0.003523,2023-12-15T15:59:08.205884Z
0.009834,0.002261,0.001945,2023-12-15T15:59:08.206084Z
0.030662,0.000998,0.007310,2023-12-15T15:59:08.206284Z
-0.016355,0.000052,0.016146,2023-12-15T15:59:08.206483Z
-0.014777,0.001630,-0.003419,2023-12-15T15:59:08.206683Z
-0.013515,0.001630,0.002576,2023-12-15T15:59:08.206883Z
-0.062419,0.000367,-0.005312,2023-12-15T15:59:08.207083Z
0.053067,0.000367,0.002261,2023-12-15T15:59:08.207283Z
0.024666,0.001945,0.016146,2023-12-15T15:59:08.207484Z
-0.035286,0.001630,0.005416,2023-12-15T15:59:08.207684Z
-0.028660,-0.000264,0.011097,2023-12-15T15:59:08.207883Z
-0.088607,0.000998,-0.008467,2023-12-15T15:59:08.208083Z
0.061587,0.001945,-0.008783,2023-12-15T15:59:08.208283Z
0.073263,0.000367,0.012674,2023-12-15T15:59:08.208483Z
-0.045697,0.000683,0.019617,2023-12-15T15:59:08.208683Z
-0.044120,0.001945,0.017092,2023-12-15T15:59:08.208884Z
-0.065259,0.000367,-0.008152,2023-12-15T15:59:08.209084Z
0.039498,0.000683,-0.012884,2023-12-15T15:59:08.209283Z
0.099140,0.002576,0.003523,2023-12-15T15:59:08.209483Z
-0.054847,0.000998,0.025297,2023-12-15T15:59:08.209683Z
-0.062735,0.000683,0.022457,2023-12-15T15:59:08.209883Z
0.011728,0.001630,-0.009414,2023-12-15T15:59:08.210083Z
0.018039,0.000367,-0.014462,2023-12-15T15:59:08.210284Z
0.081152,0.000998,-0.003419,2023-12-15T15:59:08.210484Z
-0.031815,0.001945,0.021510,2023-12-15T15:59:08.210683Z
-0.081035,0.000367,0.024035,2023-12-15T15:59:08.210883Z
0.063481,0.001314,0.000998,2023-12-15T15:59:08.211083Z
0.025928,0.001630,-0.011307,2023-12-15T15:59:08.211283Z
-0.029291,0.000367,-0.008467,2023-12-15T15:59:08.211483Z
0.026244,0.001630,0.017092,2023-12-15T15:59:08.211684Z
-0.037179,0.001630,0.018986,2023-12-15T15:59:08.211884Z
0.083046,0.000052,0.010465,2023-12-15T15:59:08.212083Z
0.030662,0.001314,-0.004050,2023-12-15T15:59:08.212283Z
-0.119527,0.000998,-0.005627,2023-12-15T15:59:08.212483Z
0.029715,0.000683,0.009834,2023-12-15T15:59:08.212683Z
0.026875,0.001630,0.012674,2023-12-15T15:59:08.212883Z
0.101980,0.000998,0.013621,2023-12-15T15:59:08.213084Z
0.024350,0.000998,-0.001210,2023-12-15T15:59:08.213284Z
-0.150763,0.001314,-0.000895,2023-12-15T15:59:08.213484Z
-0.014462,0.000998,0.003207,2023-12-15T15:59:08.213683Z
0.052751,0.000367,0.008572,2023-12-15T15:59:08.213883Z
0.076419,0.001630,0.009834,2023-12-15T15:59:08.214083Z
0.011728,0.000998,0.002261,2023-12-15T15:59:08.214283Z
-0.134041,0.000367,0.006679,2023-12-15T15:59:08.214483Z
-0.015093,0.002261,-0.004681,2023-12-15T15:59:08.214684Z
0.037289,0.000998,0.006048,2023-12-15T15:59:08.214884Z
0.043284,0.001314,0.006048,2023-12-15T15:59:08.215083Z
0.036026,0.001314,0.005416,2023-12-15T15:59:08.215283Z
-0.116056,0.000367,0.012043,2023-12-15T15:59:08.215483Z
-0.009098,0.000998,-0.001210,2023-12-15T15:59:08.215683Z
0.010781,0.001314,0.002576,2023-12-15T15:59:08.215883Z
-0.007521,0.000683,0.002892,2023-12-15T15:59:08.216084Z
0.033186,0.001314,0.007941,2023-12-15T15:59:08.216284Z
-0.059895,0.001630,0.016461,2023-12-15T15:59:08.216483Z
-0.000579,0.000367,-0.001841,2023-12-15T15:59:08.216683Z
-0.031815,0.000683,0.000998,2023-12-15T15:59:08.216883Z
-0.037179,0.001945,-0.000895,2023-12-15T15:59:08.217083Z
0.042969,0.000052,0.001945,2023-12-15T15:59:08.217283Z
0.043915,0.000683,0.014883,2023-12-15T15:59:08.217484Z
-0.021719,0.001314,0.006048,2023-12-15T15:59:08.217684Z
-0.065259,0.000367,0.006994,2023-12-15T15:59:08.217883Z
-0.035601,0.001314,-0.008467,2023-12-15T15:59:08.218083Z
0.025613,0.000998,-0.009729,2023-12-15T15:59:08.218283Z
0.089041,0.000683,0.009203,2023-12-15T15:59:08.218483Z
-0.041911,0.001630,0.015830,2023-12-15T15:59:08.218683Z
-0.090500,0.000998,0.015515,2023-12-15T15:59:08.218884Z
-0.021719,0.000683,-0.009098,2023-12-15T15:59:08.219084Z
0.055276,0.001945,-0.016355,2023-12-15T15:59:08.219283Z
0.085886,0.000998,-0.000264,2023-12-15T15:59:08.219483Z
-0.058318,0.000998,0.025613,2023-12-15T15:59:08.219683Z
-0.069992,0.001630,0.020564,2023-12-15T15:59:08.219883Z
-0.006258,0.000998,-0.004050,2023-12-15T15:59:08.220083Z
0.066005,0.000683,-0.020772,2023-12-15T15:59:08.220284Z
0.061903,0.001945,-0.005943,2023-12-15T15:59:08.220484Z
-0.086714,0.000683,0.025613,2023-12-15T15:59:08.220683Z
-0.024874,0.000998,0.017723,2023-12-15T15:59:08.220883Z
-0.010991,0.001630,0.004154,2023-12-15T15:59:08.221083Z
0.023088,0.000683,-0.019510,2023-12-15T15:59:08.221283Z
0.025297,0.001630,-0.010045,2023-12-15T15:59:08.221483Z
-0.086398,0.001630,0.020564,2023-12-15T15:59:08.221684Z
0.038866,0.000683,0.014252,2023-12-15T15:59:08.221884Z
0.024350,0.001314,0.010465,2023-12-15T15:59:08.222084Z
-0.024558,0.001630,-0.011622,2023-12-15T15:59:08.222283Z
-0.023927,0.000052,-0.007521,2023-12-15T15:59:08.222483Z
-0.060211,0.000683,0.012043,2023-12-15T15:59:08.222683Z
0.061903,0.001630,0.010781,2023-12-15T15:59:08.222883Z
0.085570,0.000367,0.012990,2023-12-15T15:59:08.223083Z
-0.030868,0.000683,-0.003103,2023-12-15T15:59:08.223284Z
-0.088291,0.001630,-0.002472,2023-12-15T15:59:08.223484Z
-0.043489,0.001314,0.004785,2023-12-15T15:59:08.223683Z
0.092513,0.000998,0.006048,2023-12-15T15:59:08.223883Z
0.091566,0.001314,0.011412,2023-12-15T15:59:08.224083Z
-0.048853,0.000367,0.001314,2023-12-15T15:59:08.224283Z
-0.097757,0.000998,0.002576,2023-12-15T15:59:08.224483Z
-0.024243,0.000998,-0.001841,2023-12-15T15:59:08.224684Z
0.070423,0.000367,0.002261,2023-12-15T15:59:08.224884Z
0.066321,0.001945,0.007310,2023-12-15T15:59:08.225083Z
-0.027082,0.000998,0.005416,2023-12-15T15:59:08.225283Z
-0.046328,0.000367,0.011728,2023-12-15T15:59:08.225483Z
-0.004365,0.001314,-0.003419,2023-12-15T15:59:08.225683Z
0.028768,0.001945,-0.000264,2023-12-15T15:59:08.225883Z
0.014568,0.000683,0.002576,2023-12-15T15:59:08.226084Z
0.000367,0.000998,0.008888,2023-12-15T15:59:08.226284Z
-0.017932,0.001630,0.013306,2023-12-15T15:59:08.226483Z
-0.022981,0.000683,-0.005312,2023-12-15T15:59:08.226683Z
-0.007205,0.000998,0.002261,2023-12-15T15:59:08.226883Z
-0.055794,0.000998,-0.005627,2023-12-15T15:59:08.227083Z
0.059063,0.000683,0.003523,2023-12-15T15:59:08.227283Z
0.015199,0.002261,0.013937,2023-12-15T15:59:08.227484Z
-0.042542,0.000367,0.005416,2023-12-15T15:59:08.227684Z
0.010465,0.000998,0.010465,2023-12-15T15:59:08.227883Z
-0.063366,0.001314,-0.006258,2023-12-15T15:59:08.228083Z
0.084308,0.000998,-0.004050,2023-12-15T15:59:08.228283Z
0.029715,0.001630,0.010465,2023-12-15T15:59:08.228483Z
-0.032761,0.000683,0.019617,2023-12-15T15:59:08.228683Z
-0.020141,0.000998,0.018670,2023-12-15T15:59:08.228884Z
-0.060526,0.000998,-0.006258,2023-12-15T15:59:08.229084Z
0.050542,0.000367,-0.011938,2023-12-15T15:59:08.229284Z
0.035711,0.001630,0.003207,2023-12-15T15:59:08.229483Z
-0.043489,0.000367,0.024666,2023-12-15T15:59:08.229683Z
-0.021087,0.000683,0.019932,2023-12-15T15:59:08.229883Z
0.024350,0.000998,-0.009729,2023-12-15T15:59:08.230083Z
0.021510,0.000367,-0.014146,2023-12-15T15:59:08.230283Z
0.048965,0.001314,-0.004365,2023-12-15T15:59:08.230484Z
-0.005312,0.001314,0.021195,2023-12-15T15:59:08.230684Z
-0.058633,0.000367,0.022457,2023-12-15T15:59:08.230883Z
0.026875,0.001630,-0.001210,2023-12-15T15:59:08.231083Z
-0.010045,0.000367,-0.013200,2023-12-15T15:59:08.231283Z
0.010465,0.001314,-0.006889,2023-12-15T15:59:08.231483Z
0.019301,0.001945,0.015515,2023-12-15T15:59:08.231683Z
-0.094286,0.000052,0.019932,2023-12-15T15:59:08.231884Z
0.074841,0.000683,0.009834,2023-12-15T15:59:08.232084Z
0.021826,0.001630,-0.007836,2023-12-15T15:59:08.232283Z
-0.028029,0.000052,-0.002157,2023-12-15T15:59:08.232483Z
0.011728,0.001630,0.010465,2023-12-15T15:59:08.232683Z
-0.038125,0.000998,0.014252,2023-12-15T15:59:08.232883Z
0.128803,0.000683,0.012043,2023-12-15T15:59:08.233083Z
0.017408,0.001630,-0.004681,2023-12-15T15:59:08.233284Z
-0.066521,0.000367,0.003207,2023-12-15T15:59:08.233484Z
-0.041911,0.000998,0.004154,2023-12-15T15:59:08.233683Z
-0.001841,0.001630,0.010465,2023-12-15T15:59:08.233883Z
0.086201,0.000367,0.010150,2023-12-15T15:59:08.234083Z
-0.007205,0.000683,0.004470,2023-12-15T15:59:08.234283Z
-0.093340,0.001630,0.004785,2023-12-15T15:59:08.234483Z
-0.033077,0.000367,-0.004365,2023-12-15T15:59:08.234684Z
0.017408,0.000683,0.009203,2023-12-15T15:59:08.234884Z
0.077681,0.001630,0.005101,2023-12-15T15:59:08.235083Z
0.008572,0.000683,0.007310,2023-12-15T15:59:08.235283Z
-0.103120,0.000367,0.010465,2023-12-15T15:59:08.235483Z
-0.025505,0.001314,-0.002472,2023-12-15T15:59:08.235683Z
0.033502,0.000683,0.005416,2023-12-15T15:59:08.235883Z
0.047387,0.000367,0.006679,2023-12-15T15:59:08.236084Z
0.007941,0.001314,0.012043,2023-12-15T15:59:08.236284Z
-0.088291,0.001630,0.013306,2023-12-15T15:59:08.236483Z
-0.009098,0.000367,-0.001841,2023-12-15T15:59:08.236683Z
0.027506,0.001314,0.004154,2023-12-15T15:59:08.236883Z
0.027190,0.001630,0.001314,2023-12-15T15:59:08.237083Z
0.003523,0.000052,0.006679,2023-12-15T15:59:08.237283Z
-0.035286,0.001314,0.012990,2023-12-15T15:59:08.237484Z
-0.009414,0.000998,0.003523,2023-12-15T15:59:08.237684Z
0.043284,0.000367,0.007310,2023-12-15T15:59:08.237884Z
0.007625,0.001630,-0.008152,2023-12-15T15:59:08.238083Z
-0.004681,0.000367,-0.003419,2023-12-15T15:59:08.238283Z
-0.000264,0.001314,0.009519,2023-12-15T15:59:08.238483Z
-0.025189,0.001314,0.014252,2023-12-15T15:59:08.238683Z
0.003523,0.000683,0.011728,2023-12-15T15:59:08.238883Z
-0.014777,0.001945,-0.011622,2023-12-15T15:59:08.239084Z
-0.023612,0.000683,-0.012253,2023-12-15T15:59:08.239284Z
0.030662,0.001314,0.004785,2023-12-15T15:59:08.239483Z
-0.008152,0.001630,0.021826,2023-12-15T15:59:08.239683Z
-0.029291,0.000052,0.011728,2023-12-15T15:59:08.239883Z
-0.022981,0.000998,-0.004681,2023-12-15T15:59:08.240083Z
0.034133,0.001314,-0.015408,2023-12-15T15:59:08.240283Z
0.071054,0.000683,0.001945,2023-12-15T15:59:08.240484Z
-0.034339,0.001314,0.024666,2023-12-15T15:59:08.240684Z
-0.047906,0.000683,0.012359,2023-12-15T15:59:08.240883Z
-0.028975,0.001314,0.004785,2023-12-15T15:59:08.241083Z
0.040444,0.001314,-0.013831,2023-12-15T15:59:08.241283Z
0.069792,0.001314,-0.003419,2023-12-15T15:59:08.241483Z
-0.088607,0.001630,0.019932,2023-12-15T15:59:08.241683Z
-0.014146,0.000683,0.010781,2023-12-15T15:59:08.241884Z
0.006994,0.001314,0.011097,2023-12-15T15:59:08.242084Z
0.031293,0.000998,-0.009098,2023-12-15T15:59:08.242283Z
0.040444,0.000683,-0.004681,2023-12-15T15:59:08.242483Z
-0.070623,0.001630,0.011097,2023-12-15T15:59:08.242683Z
0.004785,0.000367,0.009834,2023-12-15T15:59:08.242883Z
0.066636,0.001314,0.012990,2023-12-15T15:59:08.243083Z
0.030977,0.000998,-0.004996,2023-12-15T15:59:08.243284Z
-0.051061,0.000683,-0.000895,2023-12-15T15:59:08.243484Z
-0.088607,0.001630,0.004154,2023-12-15T15:59:08.243683Z
0.036342,0.000998,0.008256,2023-12-15T15:59:08.243883Z
0.103558,0.001314,0.011728,2023-12-15T15:59:08.244083Z
0.009519,0.000367,0.001630,2023-12-15T15:59:08.244283Z
-0.080088,0.000998,0.002261,2023-12-15T15:59:08.244483Z
-0.059264,0.000683,-0.003103,2023-12-15T15:59:08.244684Z
0.074525,0.001314,0.006048,2023-12-15T15:59:08.244884Z
0.086833,0.000683,0.008256,2023-12-15T15:59:08.245084Z
0.018670,0.000367,0.006048,2023-12-15T15:59:08.245283Z
-0.091131,0.001314,0.008572,2023-12-15T15:59:08.245483Z
-0.041911,0.000998,-0.005943,2023-12-15T15:59:08.245683Z
0.055276,0.001314,0.004785,2023-12-15T15:59:08.245883Z
0.048965,0.000998,0.001630,2023-12-15T15:59:08.246083Z
-0.003103,0.000683,0.008888,2023-12-15T15:59:08.246284Z
-0.074093,0.000998,0.011728,2023-12-15T15:59:08.246484Z
-0.031184,0.000683,-0.004681,2023-12-15T15:59:08.246683Z
0.057800,0.000998,0.003839,2023-12-15T15:59:08.246883Z
-0.029922,0.001314,-0.002788,2023-12-15T15:59:08.247083Z
0.010465,0.000998,0.005416,2023-12-15T15:59:08.247283Z
-0.038441,0.001314,0.016146,2023-12-15T15:59:08.247483Z
-0.021719,0.000367,0.006363,2023-12-15T15:59:08.247684Z
0.069476,0.000998,0.007941,2023-12-15T15:59:08.247884Z
-0.076618,0.000998,-0.007521,2023-12-15T15:59:08.248083Z
0.023088,0.001314,-0.001210,2023-12-15T15:59:08.248283Z
0.004785,0.000998,0.015515,2023-12-15T15:59:08.248483Z
-0.009729,0.000998,0.019932,2023-12-15T15:59:08.248683Z
0.049280,0.000998,0.012043,2023-12-15T15:59:08.248883Z
-0.079773,0.000998,-0.007205,2023-12-15T15:59:08.249084Z
0.024982,0.001314,-0.008152,2023-12-15T15:59:08.249284Z
0.068530,0.000683,0.009203,2023-12-15T15:59:08.249483Z
-0.034970,0.001314,0.024350,2023-12-15T15:59:08.249683Z
-0.009098,0.001314,0.015515,2023-12-15T15:59:08.249883Z
-0.013831,0.000683,-0.006258,2023-12-15T15:59:08.250083Z
0.020564,0.001314,-0.008467,2023-12-15T15:59:08.250283Z
0.105766,0.000683,0.001314,2023-12-15T15:59:08.250484Z
0.006994,0.001630,0.022141,2023-12-15T15:59:08.250684Z
-0.084505,0.000367,0.018355,2023-12-15T15:59:08.250883Z
0.024982,0.000367,0.001630,2023-12-15T15:59:08.251083Z
0.034764,0.001630,-0.010360,2023-12-15T15:59:08.251283Z
0.037289,0.000683,-0.004996,2023-12-15T15:59:08.251483Z
0.003839,0.000683,0.016777,2023-12-15T15:59:08.251683Z
-0.125837,0.001314,0.016777,2023-12-15T15:59:08.251884Z
0.093459,0.000998,0.008256,2023-12-15T15:59:08.252084Z
0.033502,0.001630,-0.007205,2023-12-15T15:59:08.252283Z
-0.049484,0.000052,-0.001526,2023-12-15T15:59:08.252483Z
-0.001841,0.001314,0.008888,2023-12-15T15:59:08.252683Z
-0.048221,0.000998,0.013306,2023-12-15T15:59:08.252883Z
0.137323,0.000998,0.011728,2023-12-15T15:59:08.253083Z
0.038866,0.000998,-0.004996,2023-12-15T15:59:08.253284Z
-0.075040,0.000052,0.003523,2023-12-15T15:59:08.253484Z
-0.056425,0.001630,0.003207,2023-12-15T15:59:08.253684Z
0.014252,0.000683,0.012990,2023-12-15T15:59:08.253883Z
0.102926,0.000683,0.012359,2023-12-15T15:59:08.254083Z
0.000683,0.000683,0.003839,2023-12-15T15:59:08.254283Z
-0.115741,0.000998,0.008572,2023-12-15T15:59:08.254483Z
-0.057056,0.000683,-0.002157,2023-12-15T15:59:08.254683Z
0.053382,0.001314,0.009519,2023-12-15T15:59:08.254884Z
0.105766,0.000998,0.005101,2023-12-15T15:59:08.255084Z
0.012359,0.000367,0.008888,2023-12-15T15:59:08.255283Z
-0.091762,0.000998,0.011728,2023-12-15T15:59:08.255483Z
-0.034970,0.000998,-0.003419,2023-12-15T15:59:08.255683Z
0.060956,0.000683,0.003523,2023-12-15T15:59:08.255883Z
0.046440,0.001630,0.001945,2023-12-15T15:59:08.256083Z
0.008888,0.000683,0.010465,2023-12-15T15:59:08.256284Z
-0.074724,0.001630,0.016146,2023-12-15T15:59:08.256484Z
-0.052008,0.000998,-0.000579,2023-12-15T15:59:08.256683Z
0.025613,0.001314,0.002892,2023-12-15T15:59:08.256883Z
0.012990,0.000367,0.000367,2023-12-15T15:59:08.257083Z
0.010150,0.001314,0.007310,2023-12-15T15:59:08.257283Z
0.007310,0.000683,0.014883,2023-12-15T15:59:08.257483Z
0.003207,0.001314,0.004785,2023-12-15T15:59:08.257684Z
0.024035,0.000683,0.006994,2023-12-15T15:59:08.257884Z
-0.008467,0.000683,-0.008467,2023-12-15T15:59:08.258083Z
0.010781,0.000998,-0.005312,2023-12-15T15:59:08.258283Z
0.040760,0.000683,0.009834,2023-12-15T15:59:08.258483Z
-0.022034,0.001945,0.014883,2023-12-15T15:59:08.258683Z
-0.020772,0.000367,0.012990,2023-12-15T15:59:08.258883Z
-0.034023,0.000998,-0.009729,2023-12-15T15:59:08.259084Z
0.006679,0.000998,-0.014146,2023-12-15T15:59:08.259284Z
0.057800,0.000998,0.002576,2023-12-15T15:59:08.259483Z
-0.021719,0.001630,0.023088,2023-12-15T15:59:08.259683Z
-0.009729,0.000367,0.016146,2023-12-15T15:59:08.259883Z
-0.021719,0.000998,-0.001210,2023-12-15T15:59:08.260083Z
0.036657,0.000998,-0.018248,2023-12-15T15:59:08.260283Z
0.065374,0.001314,-0.001526,2023-12-15T15:59:08.260484Z
-0.037179,0.000998,0.024666,2023-12-15T15:59:08.260684Z
